-30,0,123
-30,10,80
-30,20,82
-30,30,49
-30,40,7
-30,50,2
-30,60,6
-20,0,47
-20,10,123
-20,20,120
-20,30,0
-20,40,5
-20,50,8
-20,60,10
-10,0,40
-10,10,3
-10,20,120
-10,30,15
-10,40,5
-10,50,7
-10,60,8
0,0,53
0,10,123
0,20,119
0,30,70
0,40,40
0,50,8
0,60,10
10,0,123
10,10,52
10,20,57
10,30,58
10,40,24
10,50,7
10,60,10
20,0,54
20,10,69
20,20,49
20,30,0
20,40,2
20,50,9
20,60,10
30,0,68
30,10,77
30,20,6
30,30,2
30,40,2
30,50,5
30,60,11
-1,-1,-1
